year	stem	qidx	primary_unit	theme	module	matched_units	competencies	level	note
2016	shanghai_science	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2016	shanghai_science	9	直线与圆	几何与代数	选择性必修	直线与圆;三角函数	直观想象;数学运算	水平2-3	
2016	shanghai_science	10	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2016	shanghai_science	11	相等关系与不等关系	预备知识	必修	相等关系与不等关系;数列;计数原理	数学运算;逻辑推理	水平1-2	
2016	shanghai_science	12	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2016	shanghai_science	13	常用逻辑用语	预备知识	必修	常用逻辑用语;三角函数	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2016	shanghai_science	14	概率	概率与统计	选择性必修	概率;平面向量;三角函数;立体几何初步	数据分析;数学运算;逻辑推理;直观想象	水平2-3	
2016	shanghai_science	15	常用逻辑用语	预备知识	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
2016	shanghai_science	16	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;三角函数;平面向量	数学运算;直观想象	水平2-3	
2016	shanghai_science	17	数列	函数	选择性必修	数列;微积分（选修）;常用逻辑用语;相等关系与不等关系;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2016	shanghai_science	18	函数概念与性质	函数	必修	函数概念与性质;常用逻辑用语;三角函数;复数	数学抽象;数学运算;逻辑推理;直观想象	水平1-2	
2016	shanghai_science	19	立体几何初步	几何与代数	必修	立体几何初步;直线与圆;复数	直观想象;数学运算;数学抽象	水平1-2	
2016	shanghai_science	20	平面向量	几何与代数	必修	平面向量;复数;空间向量与立体几何;直线与圆	数学运算;直观想象;数学抽象	水平1-2	
2016	shanghai_science	21	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;常用逻辑用语;三角函数;平面向量;复数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2016	shanghai_science	22	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数;集合;函数概念与性质;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2016	shanghai_science	23	数列	函数	选择性必修	数列;常用逻辑用语;三角函数;复数;计数原理	逻辑推理;数学运算;数学抽象;直观想象	水平2-3	
2016	shanghai_spring	1	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2016	shanghai_spring	2	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数	数学运算;数学抽象	水平1-2	
2016	shanghai_spring	3	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;直线与圆	直观想象;数学运算	水平2-3	
2016	shanghai_spring	4	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2016	shanghai_spring	5	矩阵与变换	几何与代数	选修	矩阵与变换;集合	数学运算;数学抽象	水平3	
2016	shanghai_spring	6	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2016	shanghai_spring	7	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2016	shanghai_spring	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2016	shanghai_spring	9	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2016	shanghai_spring	10	复数	几何与代数	必修	复数;相等关系与不等关系;计数原理	数学运算;数学抽象;逻辑推理	水平1-2	
2016	shanghai_spring	11	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2016	shanghai_spring	12	相等关系与不等关系	预备知识	必修	相等关系与不等关系;平面向量;直线与圆	数学运算;逻辑推理;直观想象	水平1-2	
2016	shanghai_spring	13	三角函数	函数	必修	三角函数;集合	数学运算;直观想象;数学抽象	水平1-2	
2016	shanghai_spring	14	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2016	shanghai_spring	15	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2016	shanghai_spring	16	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数	数学运算;数学抽象	水平1-2	
2016	shanghai_spring	17	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2016	shanghai_spring	18	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2016	shanghai_spring	19	数列	函数	选择性必修	数列	逻辑推理;数学运算	水平2-3	
2016	shanghai_spring	20	圆锥曲线	几何与代数	选择性必修	圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
2016	shanghai_spring	21	常用逻辑用语	预备知识	必修	常用逻辑用语;函数概念与性质	逻辑推理;数学抽象;数学运算	水平1-2	
2016	shanghai_spring	22	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2016	shanghai_spring	23	立体几何初步	几何与代数	必修	立体几何初步;平面向量;复数	直观想象;数学运算;数学抽象	水平1-2	
2016	shanghai_spring	24	圆锥曲线	几何与代数	选择性必修	圆锥曲线;常用逻辑用语;平面向量;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2016	shanghai_spring	25	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2016	shanghai_spring	26	三角函数	函数	必修	三角函数;相等关系与不等关系;函数概念与性质	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
2016	shanghai_spring	27	圆锥曲线	几何与代数	选择性必修	圆锥曲线;立体几何初步;空间向量与立体几何;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2016	shanghai_spring	28	数列	函数	选择性必修	数列;相等关系与不等关系;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2016	shanghai_spring	29	集合	预备知识	必修	集合;函数概念与性质;复数	数学抽象;数学运算	水平1-2	
2016	shanghai_spring	30	函数概念与性质	函数	必修	函数概念与性质;三角函数	数学抽象;数学运算;直观想象	水平1-2	
2016	shanghai_spring	31	复数	几何与代数	必修	复数;直线与圆	数学运算;数学抽象;直观想象	水平1-2	
2016	shanghai_spring	32	函数概念与性质	函数	必修	函数概念与性质;直线与圆	数学抽象;数学运算;直观想象	水平1-2	
2016	shanghai_spring	33	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2016	shanghai_spring	34	立体几何初步	几何与代数	必修	立体几何初步;空间向量与立体几何;直线与圆	直观想象;数学运算	水平1-2	
2016	shanghai_spring	35	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2016	shanghai_spring	36	数列	函数	选择性必修	数列;集合;常用逻辑用语;幂函数、指数函数、对数函数;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2017	shanghai	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2017	shanghai	2	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2017	shanghai	3	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2017	shanghai	4	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2017	shanghai	5	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2017	shanghai	6	圆锥曲线	几何与代数	选择性必修	圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
2017	shanghai	7	平面向量	几何与代数	必修	平面向量;立体几何初步;空间向量与立体几何;直线与圆	数学运算;直观想象	水平1-2	
2017	shanghai	8	函数概念与性质	函数	必修	函数概念与性质;幂函数、指数函数、对数函数	数学抽象;数学运算	水平1-2	
2017	shanghai	9	复数	几何与代数	必修	复数;计数原理;概率	数学运算;数学抽象;逻辑推理;数据分析	水平1-2	
2017	shanghai	10	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2017	shanghai	11	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2017	shanghai	12	集合	预备知识	必修	集合;空间向量与立体几何;直线与圆;概率	数学抽象;数学运算;直观想象	水平1-2	
2017	shanghai	13	矩阵与变换	几何与代数	选修	矩阵与变换;相等关系与不等关系;计数原理	数学运算;数学抽象;逻辑推理	水平3	
2017	shanghai	14	数列	函数	选择性必修	数列;微积分（选修）;常用逻辑用语;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2017	shanghai	15	常用逻辑用语	预备知识	必修	常用逻辑用语;数列	逻辑推理;数学抽象;数学运算	水平1-2	
2017	shanghai	16	圆锥曲线	几何与代数	选择性必修	圆锥曲线;相等关系与不等关系;平面向量;集合;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2017	shanghai	17	立体几何初步	几何与代数	必修	立体几何初步;复数;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
2017	shanghai	18	三角函数	函数	必修	三角函数;函数概念与性质;一元函数导数及其应用;复数	数学运算;直观想象;数学抽象;逻辑推理	水平1-2	
2017	shanghai	19	相等关系与不等关系	预备知识	必修	相等关系与不等关系;数列;复数;计数原理	数学运算;逻辑推理;数学抽象	水平1-2	
2017	shanghai	20	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;直线与圆;三角函数;复数	直观想象;数学运算;逻辑推理	水平2-3	
2017	shanghai	21	常用逻辑用语	预备知识	必修	常用逻辑用语;相等关系与不等关系;三角函数;函数概念与性质;复数;计数原理	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2017	shanghai_spring	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2017	shanghai_spring	2	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2017	shanghai_spring	3	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2017	shanghai_spring	4	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2017	shanghai_spring	5	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2017	shanghai_spring	6	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2017	shanghai_spring	7	相等关系与不等关系	预备知识	必修	相等关系与不等关系;直线与圆	数学运算;逻辑推理;直观想象	水平1-2	
2017	shanghai_spring	8	数列	函数	选择性必修	数列;微积分（选修）;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2017	shanghai_spring	9	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2017	shanghai_spring	10	圆锥曲线	几何与代数	选择性必修	圆锥曲线;三角函数;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2017	shanghai_spring	11	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2017	shanghai_spring	12	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2017	shanghai_spring	13	函数概念与性质	函数	必修	函数概念与性质;一元函数导数及其应用	数学抽象;数学运算;逻辑推理	水平1-2	
2017	shanghai_spring	14	常用逻辑用语	预备知识	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
2017	shanghai_spring	15	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2017	shanghai_spring	16	平面向量	几何与代数	必修	平面向量;立体几何初步	数学运算;直观想象	水平1-2	
2017	shanghai_spring	17	立体几何初步	几何与代数	必修	立体几何初步;复数;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
2017	shanghai_spring	18	函数概念与性质	函数	必修	函数概念与性质;复数	数学抽象;数学运算	水平1-2	
2017	shanghai_spring	19	直线与圆	几何与代数	选择性必修	直线与圆;复数	直观想象;数学运算;数学抽象	水平2-3	
2017	shanghai_spring	20	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;复数;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2017	shanghai_spring	21	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质;数列;复数	数学运算;数学抽象;逻辑推理	水平1-2	
2018	shanghai	1	矩阵与变换	几何与代数	选修	矩阵与变换	数学运算;数学抽象	水平3	
2018	shanghai	2	圆锥曲线	几何与代数	选择性必修	圆锥曲线	直观想象;数学运算;逻辑推理	水平2-3	
2018	shanghai	3	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2018	shanghai	4	函数概念与性质	函数	必修	函数概念与性质;幂函数、指数函数、对数函数	数学抽象;数学运算	水平1-2	
2018	shanghai	5	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2018	shanghai	6	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2018	shanghai	7	幂函数、指数函数、对数函数	函数	必修	幂函数、指数函数、对数函数;函数概念与性质	数学运算;数学抽象	水平1-2	
2018	shanghai	8	相等关系与不等关系	预备知识	必修	相等关系与不等关系;平面向量	数学运算;逻辑推理;直观想象	水平1-2	
2018	shanghai	9	概率	概率与统计	选择性必修	概率;计数原理	数据分析;数学运算;逻辑推理	水平2-3	
2018	shanghai	10	数列	函数	选择性必修	数列;微积分（选修）;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2018	shanghai	11	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2018	shanghai	12	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2018	shanghai	13	圆锥曲线	几何与代数	选择性必修	圆锥曲线;空间向量与立体几何;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2018	shanghai	14	常用逻辑用语	预备知识	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
2018	shanghai	15	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2018	shanghai	16	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2018	shanghai	17	立体几何初步	几何与代数	必修	立体几何初步;直线与圆;复数	直观想象;数学运算;数学抽象	水平1-2	
2018	shanghai	18	三角函数	函数	必修	三角函数;函数概念与性质;幂函数、指数函数、对数函数;复数	数学运算;直观想象;数学抽象	水平1-2	
2018	shanghai	19	函数概念与性质	函数	必修	函数概念与性质;一元函数导数及其应用;复数	数学抽象;数学运算;逻辑推理	水平1-2	
2018	shanghai	20	常用逻辑用语	预备知识	必修	常用逻辑用语;三角函数;平面向量;复数;空间向量与立体几何;直线与圆	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2018	shanghai	21	数列	函数	选择性必修	数列;集合;常用逻辑用语;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2018	shanghai_spring	1	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2018	shanghai_spring	2	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2018	shanghai_spring	3	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2018	shanghai_spring	4	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2018	shanghai_spring	5	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2018	shanghai_spring	6	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何	直观想象;数学运算	水平2-3	
2018	shanghai_spring	7	立体几何初步	几何与代数	必修	立体几何初步	直观想象;数学运算	水平1-2	
2018	shanghai_spring	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2018	shanghai_spring	9	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2018	shanghai_spring	10	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2018	shanghai_spring	11	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
2018	shanghai_spring	12	直线与圆	几何与代数	选择性必修	直线与圆	直观想象;数学运算	水平2-3	
2018	shanghai_spring	13	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2018	shanghai_spring	14	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2018	shanghai_spring	15	常用逻辑用语	预备知识	必修	常用逻辑用语;数列;计数原理	逻辑推理;数学抽象;数学运算	水平1-2	
2018	shanghai_spring	16	平面向量	几何与代数	必修	平面向量	数学运算;直观想象	水平1-2	
2018	shanghai_spring	17	三角函数	函数	必修	三角函数;相等关系与不等关系;函数概念与性质;复数	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
2018	shanghai_spring	18	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;复数;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2018	shanghai_spring	19	圆锥曲线	几何与代数	选择性必修	圆锥曲线;立体几何初步;空间向量与立体几何;函数概念与性质;平面向量;复数;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2018	shanghai_spring	20	相等关系与不等关系	预备知识	必修	相等关系与不等关系;函数概念与性质;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2018	shanghai_spring	21	数列	函数	选择性必修	数列;常用逻辑用语;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2019	shanghai	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2019	shanghai	2	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2019	shanghai	3	平面向量	几何与代数	必修	平面向量;空间向量与立体几何	数学运算;直观想象	水平1-2	
2019	shanghai	4	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2019	shanghai	5	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2019	shanghai	6	三角函数	函数	必修	三角函数;幂函数、指数函数、对数函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
2019	shanghai	7	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2019	shanghai	8	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2019	shanghai	9	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;立体几何初步;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2019	shanghai	10	概率	概率与统计	选择性必修	概率;计数原理;密码与信息	数据分析;数学运算;逻辑推理;数学抽象	水平2-3	
2019	shanghai	11	圆锥曲线	几何与代数	选择性必修	圆锥曲线;数列;微积分（选修）;计数原理	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2019	shanghai	12	常用逻辑用语	预备知识	必修	常用逻辑用语;函数概念与性质;计数原理	逻辑推理;数学抽象;数学运算	水平1-2	
2019	shanghai	13	平面向量	几何与代数	必修	平面向量;直线与圆	数学运算;直观想象	水平1-2	
2019	shanghai	14	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2019	shanghai	15	函数概念与性质	函数	必修	函数概念与性质;常用逻辑用语;三角函数	数学抽象;数学运算;逻辑推理;直观想象	水平1-2	
2019	shanghai	16	三角函数	函数	必修	三角函数;常用逻辑用语;复数	数学运算;直观想象;逻辑推理;数学抽象	水平1-2	
2019	shanghai	17	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;复数;立体几何初步;直线与圆	直观想象;数学运算;数学抽象	水平2-3	
2019	shanghai	18	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数;函数概念与性质;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2019	shanghai	19	复数	几何与代数	必修	复数;直线与圆;计数原理	数学运算;数学抽象;直观想象;逻辑推理	水平1-2	
2019	shanghai	20	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;常用逻辑用语;三角函数;平面向量;复数;立体几何初步	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2019	shanghai	21	数列	函数	选择性必修	数列;常用逻辑用语;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2019	shanghai_spring	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2019	shanghai_spring	2	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2019	shanghai_spring	3	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2019	shanghai_spring	4	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2019	shanghai_spring	5	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2019	shanghai_spring	6	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2019	shanghai_spring	7	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2019	shanghai_spring	8	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2019	shanghai_spring	9	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2019	shanghai_spring	10	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2019	shanghai_spring	11	圆锥曲线	几何与代数	选择性必修	圆锥曲线;平面向量;空间向量与立体几何;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2019	shanghai_spring	12	集合	预备知识	必修	集合;常用逻辑用语	数学抽象;数学运算;逻辑推理	水平1-2	
2019	shanghai_spring	13	三角函数	函数	必修	三角函数;函数概念与性质	数学运算;直观想象;数学抽象	水平1-2	
2019	shanghai_spring	14	常用逻辑用语	预备知识	必修	常用逻辑用语	逻辑推理;数学抽象	水平1-2	
2019	shanghai_spring	15	立体几何初步	几何与代数	必修	立体几何初步;直线与圆	直观想象;数学运算	水平1-2	
2019	shanghai_spring	16	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;幂函数、指数函数、对数函数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2019	shanghai_spring	17	立体几何初步	几何与代数	必修	立体几何初步;复数;空间向量与立体几何	直观想象;数学运算;数学抽象	水平1-2	
2019	shanghai_spring	18	数列	函数	选择性必修	数列;微积分（选修）;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2019	shanghai_spring	19	圆锥曲线	几何与代数	选择性必修	圆锥曲线;常用逻辑用语;复数	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
2019	shanghai_spring	20	数列	函数	选择性必修	数列;集合;三角函数;复数;计数原理	逻辑推理;数学运算;数学抽象;直观想象	水平2-3	
2020	shanghai	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2020	shanghai	2	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2020	shanghai	3	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2020	shanghai	4	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2020	shanghai	5	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2020	shanghai	6	矩阵与变换	几何与代数	选修	矩阵与变换	数学运算;数学抽象	水平3	
2020	shanghai	7	统计	概率与统计	选择性必修	统计	数据分析;数学建模	水平2-3	
2020	shanghai	8	数列	函数	选择性必修	数列;计数原理	逻辑推理;数学运算	水平2-3	
2020	shanghai	9	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2020	shanghai	10	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;三角函数	直观想象;数学运算;逻辑推理	水平2-3	
2020	shanghai	11	常用逻辑用语	预备知识	必修	常用逻辑用语;函数概念与性质;复数	逻辑推理;数学抽象;数学运算	水平1-2	
2020	shanghai	12	相等关系与不等关系	预备知识	必修	相等关系与不等关系;平面向量	数学运算;逻辑推理;直观想象	水平1-2	
2020	shanghai	13	相等关系与不等关系	预备知识	必修	相等关系与不等关系	数学运算;逻辑推理	水平1-2	
2020	shanghai	14	参数方程与极坐标	几何与代数	选择性必修	参数方程与极坐标;直线与圆	数学运算;直观想象	水平2-3	
2020	shanghai	15	立体几何初步	几何与代数	必修	立体几何初步;空间向量与立体几何;直线与圆	直观想象;数学运算	水平1-2	
2020	shanghai	16	常用逻辑用语	预备知识	必修	常用逻辑用语;相等关系与不等关系;函数概念与性质;一元函数导数及其应用	逻辑推理;数学抽象;数学运算	水平1-2	
2020	shanghai	17	立体几何初步	几何与代数	必修	立体几何初步;复数;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
2020	shanghai	18	三角函数	函数	必修	三角函数;函数概念与性质;相等关系与不等关系;幂函数、指数函数、对数函数;复数	数学运算;直观想象;数学抽象;逻辑推理	水平1-2	
2020	shanghai	19	相等关系与不等关系	预备知识	必修	相等关系与不等关系;函数概念与性质;复数	数学运算;逻辑推理;数学抽象	水平1-2	
2020	shanghai	20	圆锥曲线	几何与代数	选择性必修	圆锥曲线;直线与圆;三角函数;平面向量;复数	直观想象;数学运算;逻辑推理	水平2-3	
2020	shanghai	21	数列	函数	选择性必修	数列;计数原理;常用逻辑用语;复数	逻辑推理;数学运算;数学抽象	水平2-3	
2020	shanghai_spring	1	集合	预备知识	必修	集合	数学抽象;数学运算	水平1-2	
2020	shanghai_spring	2	相等关系与不等关系	预备知识	必修	相等关系与不等关系;幂函数、指数函数、对数函数	数学运算;逻辑推理;数学抽象	水平1-2	
2020	shanghai_spring	3	三角函数	函数	必修	三角函数;相等关系与不等关系	数学运算;直观想象;逻辑推理	水平1-2	
2020	shanghai_spring	4	复数	几何与代数	必修	复数	数学运算;数学抽象	水平1-2	
2020	shanghai_spring	5	三角函数	函数	必修	三角函数	数学运算;直观想象	水平1-2	
2020	shanghai_spring	6	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2020	shanghai_spring	7	空间向量与立体几何	几何与代数	选择性必修	空间向量与立体几何;直线与圆	直观想象;数学运算	水平2-3	
2020	shanghai_spring	8	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2020	shanghai_spring	9	三角函数	函数	必修	三角函数;平面向量	数学运算;直观想象	水平1-2	
2020	shanghai_spring	10	计数原理	概率与统计	选择性必修	计数原理	逻辑推理;数学运算	水平2-3	
2020	shanghai_spring	11	相等关系与不等关系	预备知识	必修	相等关系与不等关系;平面向量	数学运算;逻辑推理;直观想象	水平1-2	
2020	shanghai_spring	12	函数概念与性质	函数	必修	函数概念与性质	数学抽象;数学运算	水平1-2	
2020	shanghai_spring	13	微积分（选修）	函数	选修	微积分（选修）	数学运算;数学抽象	水平3	
2020	shanghai_spring	14	常用逻辑用语	预备知识	必修	常用逻辑用语;三角函数	逻辑推理;数学抽象;数学运算;直观想象	水平1-2	
2020	shanghai_spring	15	圆锥曲线	几何与代数	选择性必修	圆锥曲线;立体几何初步;直线与圆	直观想象;数学运算;逻辑推理	水平2-3	
2020	shanghai_spring	16	矩阵与变换	几何与代数	选修	矩阵与变换;数列;计数原理	数学运算;数学抽象;逻辑推理	水平3	
2020	shanghai_spring	17	立体几何初步	几何与代数	必修	立体几何初步;复数;空间向量与立体几何;直线与圆	直观想象;数学运算;数学抽象	水平1-2	
2020	shanghai_spring	18	数列	函数	选择性必修	数列;相等关系与不等关系;复数;计数原理	逻辑推理;数学运算;数学抽象	水平2-3	
2020	shanghai_spring	19	平面向量	几何与代数	必修	平面向量;复数;空间向量与立体几何	数学运算;直观想象;数学抽象	水平1-2	
2020	shanghai_spring	20	圆锥曲线	几何与代数	选择性必修	圆锥曲线;常用逻辑用语;平面向量;复数;空间向量与立体几何;直线与圆	直观想象;数学运算;逻辑推理;数学抽象	水平2-3	
